"codgeo","year0","value0","year1","value1"
"200035756",2015,1.0,2017,26.9
"200035764",2015,29.7,2017,48.6
"200035772",2015,17.4,2017,25.7
"200035814",2015,25.9,2017,36.5
"200035848",2015,18.1,2017,27.8
"200035855",2015,22.8,2017,31.0
"200035863",2015,15.1,2017,31.6
"200035970",2015,31.5,2017,31.2
"200036069",2015,10.2,2017,33.6
"200036077",2015,28.0,2017,28.8
"200036135",2015,10.8,2017,16.3
"200036150",2015,23.0,2017,62.1
"200036465",2015,24.4,2017,24.0
"200036473",2015,21.9,2017,32.0
"200036499",2015,25.5,2017,28.8
"200036523",2015,17.1,2017,28.6
"200036549",2015,20.4,2017,38.1
"200036572",2015,12.0,2017,31.4
"200037059",2015,24.0,2017,43.6
"200037133",2015,25.5,2017,38.9
"200038958",2015,7.7,2017,16.1
"200038990",2015,33.4,2017,42.0
"200039022",2015,25.5,2017,34.8
"200039055",2015,18.3,2017,33.3
"200039063",2015,4.4,2017,28.6
"200039204",2015,30.4,2017,35.0
"200039519",2015,8.5,2017,27.0
"200039642",2015,14.1,2017,17.5
"200039709",2015,15.2,2017,18.6
"200039758",2015,10.4,2017,19.7
"200039808",2015,22.8,2017,28.5
"200039824",2015,23.6,2017,28.5
"200039832",2015,18.1,2017,25.0
"200039857",2015,42.5,2017,45.9
"200039865",2015,92.1,2017,93.5
"200039907",2015,23.2,2017,25.8
"200039915",2015,56.9,2017,61.4
"200039931",2015,11.1,2017,17.1
"200039949",2015,38.1,2017,42.5
"200040038",2015,18.0,2017,21.6
"200040095",2015,21.7,2017,24.0
"200040111",2015,20.6,2017,22.8
"200040137",2015,23.8,2017,35.6
"200040178",2015,39.7,2017,39.9
"200040202",2015,39.7,2017,39.7
"200040210",2015,36.0,2017,37.4
"200040244",2015,18.4,2017,33.3
"200040251",2015,24.3,2017,24.4
"200040277",2015,25.4,2017,51.1
"200040293",2015,22.1,2017,29.3
"200040350",2015,34.1,2017,36.4
"200040384",2015,15.1,2017,19.6
"200040392",2015,21.2,2017,31.6
"200040400",2015,12.8,2017,20.9
"200040418",2015,4.8,2017,22.0
"200040426",2015,26.6,2017,33.1
"200040442",2015,55.0,2017,56.3
"200040459",2015,54.1,2017,59.5
"200040475",2015,28.5,2017,42.5
"200040491",2015,24.1,2017,27.2
"200040509",2015,29.0,2017,28.6
"200040558",2015,23.2,2017,36.6
"200040566",2015,78.6,2017,76.6
"200040574",2015,71.6,2017,71.6
"200040590",2015,55.0,2017,73.1
"200040624",2015,22.5,2017,36.6
"200040657",2015,17.9,2017,22.0
"200040681",2015,38.2,2017,47.1
"200040715",2015,71.6,2017,76.2
"200040764",2015,13.0,2017,15.3
"200040772",2015,16.9,2017,35.6
"200040798",2015,33.7,2017,33.9
"200040814",2015,25.5,2017,37.0
"200040830",2015,8.5,2017,13.1
"200040889",2015,15.3,2017,30.5
"200040905",2015,12.4,2017,21.2
"200040947",2015,19.4,2017,25.2
"200040954",2015,32.4,2017,33.3
"200041010",2015,19.2,2017,20.9
"200041051",2015,32.1,2017,36.5
"200041150",2015,16.6,2017,24.8
"200041168",2015,14.6,2017,22.7
"200041283",2015,39.5,2017,41.6
"200041317",2015,66.3,2017,71.1
"200041325",2015,53.6,2017,56.2
"200041333",2015,22.0,2017,35.9
"200041366",2015,13.4,2017,35.5
"200041416",2015,27.9,2017,32.7
"200041440",2015,5.0,2017,20.8
"200041465",2015,26.9,2017,35.6
"200041499",2015,42.0,2017,48.1
"200041507",2015,41.9,2017,56.8
"200041515",2015,30.6,2017,33.3
"200041523",2015,19.4,2017,25.7
"200041556",2015,0.0,2017,18.8
"200041572",2015,14.6,2017,23.8
"200041614",2015,23.7,2017,28.6
"200041622",2015,29.3,2017,33.6
"200041630",2015,25.2,2017,38.8
"200041689",2015,23.2,2017,27.7
"200041721",2015,27.9,2017,45.3
"200041762",2015,27.9,2017,36.4
"200041788",2015,31.7,2017,35.6
"200041853",2015,5.3,2017,63.8
"200041861",2015,8.7,2017,56.1
"200041879",2015,24.5,2017,57.1
"200041887",2015,17.5,2017,32.5
"200041960",2015,30.1,2017,33.0
"200041994",2015,26.2,2017,36.8
"200042000",2015,26.0,2017,32.8
"200042174",2015,31.6,2017,41.5
"200042182",2015,32.3,2017,38.1
"200042190",2015,17.2,2017,18.0
"200042372",2015,38.9,2017,49.9
"200042414",2015,18.0,2017,32.6
"200042463",2015,11.7,2017,25.2
"200042497",2015,35.3,2017,38.3
"200042604",2015,21.0,2017,21.8
"200042620",2015,23.4,2017,30.3
"200042646",2015,20.6,2017,23.3
"200042653",2015,53.1,2017,59.4
"200042703",2015,22.2,2017,29.5
"200042729",2015,20.9,2017,24.6
"200042901",2015,22.7,2017,29.0
"200042935",2015,36.8,2017,50.3
"200042943",2015,2.3,2017,17.1
"200042992",2015,10.3,2017,27.8
"200043016",2015,19.6,2017,26.7
"200043065",2015,13.4,2017,19.0
"200043081",2015,30.4,2017,33.0
"200043123",2015,19.2,2017,25.9
"200043156",2015,25.1,2017,33.5
"200043172",2015,26.0,2017,39.4
"200043263",2015,17.0,2017,20.1
"200043321",2015,15.7,2017,20.7
"200043354",2015,26.7,2017,29.5
"200043396",2015,15.8,2017,18.3
"200043404",2015,26.7,2017,26.6
"200043438",2015,25.2,2017,32.5
"200043495",2015,22.7,2017,24.4
"200043602",2015,25.2,2017,25.4
"200043628",2015,22.3,2017,28.5
"200043693",2015,22.1,2017,25.4
"200043776",2015,10.3,2017,26.3
"200043974",2015,24.4,2017,27.8
"200043982",2015,11.7,2017,17.4
"200043990",2015,26.8,2017,29.7
"200044014",2015,13.5,2017,24.5
"200044030",2015,14.6,2017,19.8
"200044048",2015,15.0,2017,16.1
"200044253",2015,17.5,2017,28.2
"200044394",2015,27.4,2017,30.8
"200044469",2015,35.3,2017,41.3
"200044618",2015,15.9,2017,22.7
"200044691",2015,40.9,2017,41.7
"200046977",2015,90.5,2017,93.2
"200048551",2015,34.8,2017,44.1
"200049187",2015,6.7,2017,14.0
"200049211",2015,16.1,2017,20.6
"200049484",2015,11.6,2017,27.5
"200050532",2015,22.9,2017,27.4
"200054781",2015,85.4,2017,88.8
"200054807",2015,61.8,2017,68.2
"200055481",2015,29.1,2017,39.4
"200055655",2015,27.5,2017,44.1
"200055887",2015,35.7,2017,41.1
"200056232",2015,55.4,2017,81.1
"200056380",2015,22.0,2017,42.1
"200057859",2015,19.3,2017,40.1
"200057958",2015,87.5,2017,90.5
"200058360",2015,35.1,2017,36.3
"200058477",2015,31.7,2017,56.8
"200058485",2015,28.8,2017,43.1
"200058519",2015,79.5,2017,88.4
"200058782",2015,91.2,2017,96.5
"200059228",2015,30.2,2017,43.6
"200059392",2015,21.6,2017,25.0
"200059400",2015,31.5,2017,39.2
"200059871",2015,23.4,2017,32.1
"200059889",2015,56.0,2017,70.0
"200060010",2015,29.4,2017,39.1
"200060457",2015,15.2,2017,14.5
"200060465",2015,17.6,2017,18.2
"200060473",2015,0.0,2017,0.0
"200065563",2015,39.6,2017,90.8
"200065589",2015,11.6,2017,30.4
"200065597",2015,68.5,2017,79.6
"200065647",2015,40.9,2017,69.1
"200065787",2015,12.5,2017,15.5
"200065886",2015,15.1,2017,22.2
"200065894",2015,23.1,2017,25.4
"200065928",2015,24.0,2017,30.2
"200066009",2015,83.9,2017,86.2
"200066017",2015,10.4,2017,21.9
"200066025",2015,23.9,2017,33.6
"200066033",2015,27.2,2017,29.7
"200066041",2015,28.8,2017,31.2
"200066058",2015,45.1,2017,49.1
"200066108",2015,18.1,2017,21.9
"200066116",2015,14.0,2017,27.7
"200066124",2015,21.7,2017,26.7
"200066132",2015,18.0,2017,20.7
"200066140",2015,6.6,2017,8.9
"200066157",2015,16.9,2017,20.4
"200066165",2015,26.3,2017,30.3
"200066173",2015,3.7,2017,8.3
"200066223",2015,41.2,2017,48.7
"200066231",2015,40.5,2017,49.6
"200066280",2015,19.6,2017,29.1
"200066322",2015,22.2,2017,23.6
"200066330",2015,30.6,2017,33.0
"200066348",2015,12.4,2017,27.9
"200066355",2015,26.2,2017,44.3
"200066363",2015,22.8,2017,40.0
"200066371",2015,14.9,2017,24.3
"200066389",2015,19.0,2017,24.9
"200066405",2015,16.5,2017,23.9
"200066413",2015,22.2,2017,26.2
"200066462",2015,19.4,2017,28.4
"200066512",2015,15.8,2017,27.3
"200066520",2015,22.5,2017,29.9
"200066553",2015,10.7,2017,22.2
"200066561",2015,22.9,2017,28.5
"200066587",2015,68.4,2017,68.6
"200066603",2015,24.8,2017,29.0
"200066637",2015,32.3,2017,44.1
"200066645",2015,20.5,2017,25.5
"200066652",2015,26.8,2017,35.6
"200066660",2015,4.7,2017,17.2
"200066678",2015,21.1,2017,32.7
"200066710",2015,20.8,2017,24.2
"200066728",2015,14.7,2017,56.2
"200066744",2015,13.0,2017,20.1
"200066751",2015,16.9,2017,33.7
"200066769",2015,16.2,2017,31.2
"200066777",2015,19.8,2017,28.4
"200066785",2015,25.8,2017,32.5
"200066793",2015,62.7,2017,63.6
"200066801",2015,24.5,2017,28.1
"200066819",2015,25.7,2017,28.2
"200066827",2015,30.7,2017,32.7
"200066835",2015,24.4,2017,28.3
"200066850",2015,35.2,2017,38.1
"200066868",2015,31.2,2017,31.9
"200066876",2015,17.1,2017,45.5
"200066884",2015,18.5,2017,20.7
"200066892",2015,27.8,2017,43.6
"200066918",2015,18.6,2017,24.3
"200066926",2015,24.0,2017,48.7
"200066975",2015,20.3,2017,58.0
"200067023",2015,13.5,2017,15.5
"200067031",2015,23.4,2017,29.0
"200067049",2015,23.0,2017,22.9
"200067064",2015,25.5,2017,27.3
"200067072",2015,31.3,2017,31.5
"200067080",2015,19.3,2017,28.6
"200067106",2015,50.2,2017,55.6
"200067114",2015,15.8,2017,28.7
"200067122",2015,22.0,2017,28.7
"200067130",2015,13.2,2017,26.3
"200067155",2015,26.9,2017,35.4
"200067163",2015,6.7,2017,22.0
"200067171",2015,5.2,2017,31.5
"200067189",2015,12.3,2017,25.0
"200067197",2015,12.2,2017,31.1
"200067205",2015,24.0,2017,25.6
"200067213",2015,75.8,2017,79.2
"200067221",2015,24.5,2017,33.4
"200067239",2015,18.8,2017,22.3
"200067247",2015,26.5,2017,34.9
"200067254",2015,58.0,2017,58.4
"200067262",2015,11.6,2017,17.7
"200067288",2015,25.5,2017,27.1
"200067296",2015,19.8,2017,22.9
"200067304",2015,21.0,2017,26.2
"200067320",2015,37.5,2017,42.2
"200067346",2015,28.2,2017,39.0
"200067361",2015,15.7,2017,28.1
"200067379",2015,16.0,2017,18.1
"200067429",2015,20.0,2017,25.0
"200067437",2015,25.8,2017,34.3
"200067445",2015,20.4,2017,52.4
"200067452",2015,34.3,2017,35.2
"200067460",2015,27.0,2017,32.0
"200067478",2015,25.1,2017,44.6
"200067486",2015,23.7,2017,23.9
"200067502",2015,65.1,2017,71.9
"200067510",2015,10.5,2017,29.8
"200067544",2015,12.5,2017,27.2
"200067551",2015,15.8,2017,16.9
"200067593",2015,8.1,2017,17.1
"200067627",2015,30.4,2017,33.5
"200067635",2015,32.7,2017,33.7
"200067643",2015,17.7,2017,17.1
"200067650",2015,26.1,2017,26.2
"200067668",2015,15.1,2017,36.2
"200067676",2015,27.5,2017,31.2
"200067684",2015,19.6,2017,37.1
"200067692",2015,12.5,2017,19.2
"200067700",2015,23.0,2017,31.4
"200067742",2015,19.1,2017,18.8
"200067759",2015,26.8,2017,31.2
"200067767",2015,24.2,2017,29.8
"200067783",2015,28.9,2017,29.5
"200067791",2015,18.9,2017,23.5
"200067817",2015,70.3,2017,71.0
"200067825",2015,30.7,2017,55.4
"200067841",2015,32.9,2017,34.0
"200067866",2015,33.6,2017,41.4
"200067874",2015,72.5,2017,72.7
"200067882",2015,13.5,2017,23.3
"200067890",2015,4.3,2017,24.8
"200067908",2015,7.2,2017,16.8
"200067916",2015,12.1,2017,20.3
"200067924",2015,59.7,2017,71.3
"200067932",2015,31.7,2017,47.2
"200067940",2015,19.9,2017,26.5
"200067957",2015,24.2,2017,24.3
"200067965",2015,24.6,2017,30.1
"200067973",2015,46.9,2017,77.9
"200067981",2015,21.7,2017,34.2
"200067999",2015,30.7,2017,41.0
"200068005",2015,31.5,2017,45.1
"200068047",2015,19.2,2017,31.2
"200068070",2015,14.2,2017,22.7
"200068088",2015,15.6,2017,19.4
"200068096",2015,16.8,2017,17.7
"200068104",2015,38.6,2017,38.7
"200068112",2015,25.1,2017,25.0
"200068120",2015,25.5,2017,43.1
"200068146",2015,17.5,2017,28.1
"200068229",2015,24.7,2017,29.6
"200068278",2015,30.3,2017,44.8
"200068294",2015,23.3,2017,50.9
"200068369",2015,11.9,2017,28.2
"200068377",2015,27.7,2017,29.2
"200068435",2015,30.1,2017,45.2
"200068443",2015,8.8,2017,30.4
"200068450",2015,14.0,2017,28.1
"200068468",2015,20.7,2017,31.3
"200068484",2015,30.4,2017,42.7
"200068500",2015,7.8,2017,13.8
"200068534",2015,22.2,2017,22.6
"200068542",2015,15.1,2017,19.0
"200068559",2015,19.7,2017,29.8
"200068567",2015,22.1,2017,23.9
"200068625",2015,19.1,2017,28.9
"200068641",2015,16.3,2017,22.2
"200068658",2015,38.5,2017,46.7
"200068666",2015,20.7,2017,28.2
"200068674",2015,11.1,2017,15.7
"200068682",2015,42.3,2017,47.3
"200068757",2015,57.0,2017,59.5
"200068765",2015,28.5,2017,36.0
"200068773",2015,13.0,2017,28.4
"200068781",2015,53.6,2017,60.1
"200068799",2015,17.8,2017,47.5
"200068807",2015,15.5,2017,25.1
"200068815",2015,26.9,2017,32.2
"200068831",2015,17.7,2017,27.0
"200068856",2015,15.2,2017,35.6
"200068864",2015,38.8,2017,40.6
"200068872",2015,15.7,2017,30.8
"200068880",2015,30.4,2017,47.6
"200068914",2015,17.4,2017,22.8
"200068922",2015,13.0,2017,20.5
"200068930",2015,4.6,2017,11.0
"200068948",2015,25.1,2017,34.6
"200068955",2015,33.5,2017,33.5
"200068963",2015,33.4,2017,39.5
"200068989",2015,22.0,2017,26.1
"200068997",2015,22.8,2017,44.4
"200069003",2015,16.9,2017,42.6
"200069029",2015,26.9,2017,29.9
"200069037",2015,13.7,2017,15.0
"200069052",2015,53.2,2017,57.5
"200069060",2015,21.9,2017,21.8
"200069086",2015,23.7,2017,26.3
"200069094",2015,13.9,2017,22.0
"200069102",2015,2.1,2017,23.9
"200069110",2015,51.4,2017,55.8
"200069128",2015,0.0,2017,23.0
"200069136",2015,4.5,2017,28.3
"200069144",2015,14.1,2017,25.2
"200069151",2015,14.0,2017,29.1
"200069169",2015,10.2,2017,14.4
"200069177",2015,24.8,2017,67.9
"200069185",2015,16.7,2017,21.9
"200069193",2015,45.2,2017,46.0
"200069227",2015,16.9,2017,25.5
"200069235",2015,15.3,2017,22.4
"200069250",2015,22.7,2017,34.8
"200069268",2015,20.1,2017,28.0
"200069300",2015,25.2,2017,49.3
"200069383",2015,13.9,2017,21.9
"200069391",2015,20.3,2017,31.2
"200069409",2015,27.8,2017,37.0
"200069417",2015,13.5,2017,25.5
"200069425",2015,16.9,2017,27.3
"200069433",2015,32.2,2017,33.6
"200069441",2015,85.2,2017,85.8
"200069458",2015,27.4,2017,40.6
"200069482",2015,11.5,2017,21.5
"200069516",2015,28.3,2017,36.4
"200069524",2015,20.6,2017,28.2
"200069532",2015,29.8,2017,45.5
"200069540",2015,27.0,2017,32.4
"200069565",2015,19.8,2017,30.1
"200069581",2015,29.0,2017,32.1
"200069599",2015,12.3,2017,23.9
"200069615",2015,16.3,2017,25.4
"200069623",2015,16.0,2017,23.0
"200069631",2015,17.5,2017,28.4
"200069649",2015,12.8,2017,23.6
"200069656",2015,12.3,2017,32.9
"200069664",2015,15.3,2017,54.2
"200069672",2015,22.1,2017,26.3
"200069698",2015,20.7,2017,20.6
"200069722",2015,22.5,2017,29.2
"200069730",2015,22.5,2017,28.7
"200069748",2015,19.0,2017,42.4
"200069755",2015,20.3,2017,30.5
"200069763",2015,27.1,2017,30.9
"200069821",2015,21.5,2017,21.8
"200069839",2015,22.8,2017,23.6
"200069847",2015,34.5,2017,40.0
"200069854",2015,35.3,2017,41.3
"200069912",2015,36.0,2017,47.7
"200069953",2015,20.3,2017,63.4
"200069961",2015,22.8,2017,43.6
"200069995",2015,15.2,2017,20.2
"200070035",2015,21.2,2017,30.2
"200070043",2015,19.4,2017,31.4
"200070068",2015,26.3,2017,31.8
"200070092",2015,30.3,2017,32.6
"200070100",2015,28.9,2017,40.8
"200070118",2015,44.8,2017,45.4
"200070126",2015,12.7,2017,48.2
"200070142",2015,26.0,2017,37.5
"200070159",2015,29.3,2017,50.9
"200070167",2015,36.6,2017,43.2
"200070183",2015,28.4,2017,36.3
"200070233",2015,37.7,2017,40.0
"200070282",2015,19.7,2017,24.0
"200070290",2015,19.4,2017,21.4
"200070308",2015,15.9,2017,25.2
"200070316",2015,15.5,2017,27.0
"200070324",2015,25.3,2017,33.2
"200070332",2015,41.8,2017,57.5
"200070340",2015,15.5,2017,23.9
"200070365",2015,23.2,2017,30.7
"200070373",2015,16.8,2017,27.4
"200070407",2015,37.5,2017,58.1
"200070431",2015,28.7,2017,36.1
"200070449",2015,26.9,2017,29.1
"200070464",2015,4.8,2017,9.9
"200070506",2015,15.4,2017,22.7
"200070514",2015,16.9,2017,38.3
"200070530",2015,13.8,2017,22.2
"200070548",2015,27.2,2017,31.8
"200070555",2015,64.1,2017,66.5
"200070563",2015,27.7,2017,27.4
"200070571",2015,19.3,2017,63.8
"200070589",2015,15.2,2017,20.0
"200070647",2015,19.0,2017,29.6
"200070662",2015,21.8,2017,28.7
"200070670",2015,26.9,2017,30.2
"200070688",2015,23.1,2017,35.1
"200070712",2015,30.4,2017,51.2
"200070720",2015,23.8,2017,25.6
"200070738",2015,42.0,2017,44.2
"200070746",2015,76.3,2017,82.4
"200070753",2015,26.0,2017,66.9
"200070761",2015,20.6,2017,31.2
"200070779",2015,27.7,2017,32.0
"200070787",2015,29.5,2017,31.8
"200070795",2015,26.5,2017,29.8
"200070803",2015,16.8,2017,24.9
"200070811",2015,28.5,2017,48.2
"200070829",2015,32.4,2017,36.7
"200070845",2015,13.3,2017,18.4
"200070852",2015,27.3,2017,31.3
"200070894",2015,12.2,2017,18.8
"200070902",2015,21.9,2017,26.0
"200070910",2015,14.0,2017,36.7
"200070928",2015,24.5,2017,41.5
"200070936",2015,30.0,2017,44.4
"200070944",2015,10.0,2017,50.1
"200070951",2015,25.3,2017,48.0
"200070969",2015,25.3,2017,46.7
"200070977",2015,26.3,2017,36.2
"200070985",2015,25.6,2017,44.0
"200070993",2015,30.0,2017,37.6
"200071017",2015,11.9,2017,22.6
"200071025",2015,10.0,2017,20.5
"200071033",2015,17.7,2017,32.8
"200071041",2015,23.1,2017,36.3
"200071058",2015,25.0,2017,35.8
"200071066",2015,17.5,2017,30.0
"200071074",2015,27.5,2017,26.2
"200071082",2015,26.3,2017,39.8
"200071116",2015,10.5,2017,16.2
"200071140",2015,24.0,2017,40.4
"200071157",2015,20.5,2017,25.6
"200071165",2015,19.9,2017,27.9
"200071173",2015,9.1,2017,14.2
"200071181",2015,19.3,2017,42.9
"200071199",2015,34.5,2017,40.1
"200071207",2015,8.8,2017,25.3
"200071215",2015,24.3,2017,34.2
"200071223",2015,21.0,2017,37.6
"200071298",2015,28.4,2017,32.2
"200071314",2015,25.2,2017,33.7
"200071363",2015,25.5,2017,34.7
"200071371",2015,51.9,2017,55.6
"200071389",2015,33.3,2017,47.3
"200071405",2015,33.1,2017,36.1
"200071413",2015,21.3,2017,27.7
"200071454",2015,16.9,2017,25.0
"200071470",2015,25.5,2017,39.3
"200071496",2015,26.6,2017,36.7
"200071504",2015,25.6,2017,44.5
"200071512",2015,31.3,2017,54.0
"200071520",2015,40.5,2017,44.2
"200071538",2015,15.0,2017,35.7
"200071546",2015,41.2,2017,42.4
"200071553",2015,17.7,2017,20.3
"200071579",2015,12.8,2017,22.2
"200071587",2015,23.8,2017,33.3
"200071595",2015,30.3,2017,36.2
"200071629",2015,28.9,2017,30.3
"200071645",2015,0.0,2017,35.7
"200071652",2015,12.8,2017,30.3
"200071678",2015,18.8,2017,34.2
"200071751",2015,39.2,2017,56.8
"200071769",2015,14.2,2017,18.9
"200071777",2015,21.9,2017,42.1
"200071785",2015,20.9,2017,63.3
"200071819",2015,14.4,2017,23.3
"200071827",2015,64.4,2017,72.4
"200071843",2015,21.5,2017,27.6
"200071850",2015,33.5,2017,41.8
"200071868",2015,33.4,2017,38.8
"200071876",2015,22.3,2017,29.9
"200071884",2015,15.9,2017,25.9
"200071892",2015,21.4,2017,32.2
"200071900",2015,28.2,2017,39.1
"200071918",2015,43.6,2017,46.2
"200071926",2015,19.3,2017,29.7
"200071934",2015,20.7,2017,43.2
"200071942",2015,18.6,2017,33.3
"200071967",2015,20.7,2017,22.7
"200071983",2015,21.9,2017,46.3
"200071991",2015,10.2,2017,44.6
"200072007",2015,0.0,2017,15.8
"200072015",2015,17.7,2017,27.2
"200072023",2015,18.1,2017,22.2
"200072031",2015,17.4,2017,22.5
"200072049",2015,12.4,2017,25.9
"200072056",2015,29.7,2017,30.1
"200072064",2015,17.0,2017,28.2
"200072072",2015,21.0,2017,33.2
"200072080",2015,18.4,2017,24.9
"200072098",2015,23.2,2017,30.2
"200072106",2015,20.3,2017,33.3
"200072122",2015,23.8,2017,38.5
"200072130",2015,39.0,2017,66.1
"200072304",2015,21.4,2017,37.3
"200072312",2015,18.6,2017,29.0
"200072320",2015,19.4,2017,37.4
"200072346",2015,36.8,2017,39.8
"200072452",2015,28.0,2017,40.7
"200072460",2015,52.1,2017,52.7
"200072478",2015,23.4,2017,24.3
"200072544",2015,33.8,2017,46.8
"200072635",2015,21.3,2017,26.9
"200072643",2015,18.1,2017,24.1
"200072650",2015,19.4,2017,26.8
"200072668",2015,25.6,2017,34.2
"200072676",2015,21.9,2017,34.5
"200072684",2015,31.7,2017,38.5
"200072692",2015,30.4,2017,33.8
"200072700",2015,21.8,2017,35.9
"200072718",2015,21.3,2017,30.5
"200072726",2015,33.8,2017,41.3
"200072734",2015,35.0,2017,36.7
"200072825",2015,9.9,2017,28.2
"200072874",2015,39.6,2017,45.4
"200072882",2015,41.0,2017,42.5
"200072981",2015,23.7,2017,30.2
"200072999",2015,33.2,2017,50.7
"200073013",2015,29.1,2017,29.1
"200073096",2015,21.5,2017,25.7
"200073104",2015,30.0,2017,42.2
"200073112",2015,23.3,2017,32.5
"200073120",2015,27.6,2017,27.9
"200073138",2015,7.4,2017,10.3
"200073146",2015,18.6,2017,26.7
"200073161",2015,28.6,2017,29.1
"200073237",2015,32.4,2017,37.6
"200073245",2015,25.1,2017,27.2
"200073252",2015,23.1,2017,25.5
"200073260",2015,26.5,2017,42.2
"200073344",2015,32.3,2017,41.8
"200073393",2015,14.2,2017,17.3
"200073401",2015,15.5,2017,24.2
"200073419",2015,15.4,2017,25.1
"200073427",2015,20.9,2017,67.7
"240100578",2015,13.0,2017,21.1
"240100610",2015,23.1,2017,33.1
"240100750",2015,58.6,2017,82.0
"240100800",2015,14.9,2017,15.3
"240100883",2015,37.5,2017,44.8
"240100891",2015,56.0,2017,62.0
"240200444",2015,19.1,2017,27.8
"240200469",2015,12.4,2017,29.8
"240200477",2015,15.2,2017,38.2
"240200493",2015,30.0,2017,44.4
"240200501",2015,26.1,2017,26.7
"240200519",2015,9.8,2017,18.4
"240200576",2015,29.0,2017,34.0
